business_id,categories,name,address,city,state,postal_code,stars,review_count,is_open,TypeCuisine
CKNCkp6idxFd0KY18iGv5Q,"Soul Food, American (Traditional), Comfort Food, Restaurants",Second Helping,2903-C Central Ave,Charlotte,NC,28205,4.5,15,0,American
D-RQsQjEVI_w-KC7iDJd5Q,"Asian Fusion, Restaurants, Vegetarian, Malaysian, Sushi Bars",Cuisine Malaya,1411 Elizabeth Ave,Charlotte,NC,28204,4.0,158,0,Asian
WnLhd38sH80ViWwzyF7yoA,"Restaurants, Korean, Thai",Hibiscus,"1600 E Woodlawn Rd, Ste 150",Charlotte,NC,28209,4.0,183,1,Korean
LgRiEJPaocDHyRLLOh9iMQ,"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",McDonald's,9710 Rea Rd,Charlotte,NC,28277,1.5,47,1,American
5Nr1rkaTmyWqBAsil5CLDg,"Basque, Spanish, Tapas Bars, Wine Bars, Nightlife, Bars, Restaurants",Arpa,129-100 West Trade Street,Charlotte,NC,28202,3.5,18,0,European
XdhisHedvykhoCnm6eS9-A,"Restaurants, Chicken Wings",Wingstop,6609 Monroe Rd Ste 110,Charlotte,NC,28212,1.5,23,1,American
R1jJQi2yR44D_2ileqr8kA,"Restaurants, Vegan, Live/Raw Food, Vegetarian",Living Kitchen,"2000 S Blvd, Ste 300",Charlotte,NC,28203,4.5,417,1,American
DfD-xc8788c081WiFjluTA,"Tex-Mex, Restaurants, Mexican",Tijuana Flats,8926 J M Keynes Dr,Charlotte,NC,28262,4.0,74,1,Mexican
#NAME?,"Seafood, American (New), Restaurants, Steakhouses",Mickey & Mooch,8128 Providence Rd,Charlotte,NC,28277,3.0,123,1,American
kRhjWeAPs-U5RmakIKz0Pg,"Irish Pub, Bars, British, Pubs, Burgers, Restaurants, Sandwiches, Irish, American (New), Nightlife",Tyber Creek Pub,1933 South Blvd,Charlotte,NC,28203,4.0,153,1,European
IGkgcygg4nYYg2-jE5hnSw,"Fast Food, Burgers, Restaurants",Wendy's,4510 Billy Graham Pkwy,Charlotte,NC,28202,2.0,8,1,American
FBSWwaE6gR7KAOyG1QhakQ,"Butcher, Nightlife, Food, American (New), Restaurants, Bars, Cocktail Bars",Block & Grinder,2935 Providence Rd,Charlotte,NC,28211,4.0,223,0,American
N9jmzeBT-6vQxbpC9yl8Aw,"Restaurants, American (New)",Fifty 1,7715 Pineville Matthews Rd,Charlotte,NC,28277,3.0,14,0,American
67FzueRMlcTQV3Nuep2qPw,"Restaurants, Chinese",Lotus Chinese Cuisine,3716 W Wt Harris Blvd,Charlotte,NC,28269,3.0,21,1,Chinese
XlOtdDY_7VNieWYyMyic7Q,"Food, Salad, Sandwiches, Burgers, Fast Food, Juice Bars & Smoothies, Restaurants, American (Traditional)",B.GOOD,7926 Rea Rd,Charlotte,NC,28277,3.0,48,1,American
0LPVkxZ-Ab9Jx6_ytA-Yew,"Sandwiches, Coffee & Tea, Restaurants, Bubble Tea, Desserts, Cafes, Food",Tea Fusion Cafe,440 E McCollough Dr,Charlotte,NC,28262,4.5,173,1,American
9BBWtaSvsootDkKTVBgv_A,"Chinese, Restaurants, Buffets, Asian Fusion, Japanese",Jasmine Buffet,"2305 Westinghouse Blvd, Ste A",Charlotte,NC,28273,3.0,108,1,Japanese
dlNvGczOrYuaH-LWxaSaTw,"American (Traditional), Restaurants, Chicken Wings",Anthonys Restaurant of Charlotte,2823 W Sugar Creek Rd,Charlotte,NC,28262,3.5,7,0,American
5V9i2FuhQ3o8ynYwbubmQg,"Sports Bars, American (New), Bars, Nightlife, Restaurants",Uptown Bar &  Lounge,5501 Josh Birmingham Pkwy,Charlotte,NC,28208,3.0,68,1,American
108H_8aEgOH5uz_C9hBgUQ,"Restaurants, Fast Food",Jack In the Box,335 Westinghouse Blvd,Charlotte,NC,28273,2.5,6,1,American
QX1OK1-qljE7g-X9gNta_Q,"American (New), Bars, Restaurants, Wine Bars, Nightlife",Pennyard Bistro & Winery,8006 Cambridge Commons Dr,Charlotte,NC,28215,4.5,3,0,American
Yg_erZ2xWHT1k0HW8FWzLg,"Chicken Wings, Fast Food, Restaurants, Chicken Shop",KFC,4601 N Tryon St,Charlotte,NC,28213,1.0,7,1,American
n-60saMwDrwBuQ8P7ByXJg,"Cafes, Restaurants, Coffee & Tea, Diners, Food",Tic Toc Diner & Catering,512 N Tryon St,Charlotte,NC,28202,4.5,12,0,American
h7uxML49NQ_Wj-7zk0DSqg,"Breakfast & Brunch, Restaurants, American (Traditional), Southern, Burgers",O'Charley's Restaurant & Bar,8420 University City Blvd,Charlotte,NC,28213,2.5,65,1,American
fYTfTGqseS7rJk9AMt2zvw,"Restaurants, Tex-Mex, Mexican",On The Border Mexican Grill & Cantina,10710 Providence Rd,Charlotte,NC,28277,2.5,103,1,Mexican
hf2oiNqYYWoF2-iNYSnOMg,"Chinese, Restaurants",China Fun,"9020 Albemarle Rd, Ste D",Charlotte,NC,28227,3.5,37,1,Chinese
zgtgMlvFk5Ilrs1yj78tdA,"Restaurants, Sandwiches, Pizza, Italian",Hungry Howie's Pizza,8334 Pineville-Matthews Rd,Charlotte,NC,28226,3.0,17,1,Italian
qmd7qiygopG67rxb_3190A,"Restaurants, Pizza",Napoli Pizza & Pasta,4113-A Monroe Rd,Charlotte,NC,28205,4.5,3,0,American
QCUjHPu7OF_bqfjnehlQaQ,"Food, Nightlife, Mediterranean, Wine Bars, American (New), Desserts, Breakfast & Brunch, Bars, Restaurants",Nolen Kitchen,"2839 Selwyn Ave, Ste X",Charlotte,NC,28209,3.5,178,0,Mediterranean
d8lmIZIqmBC9oPM8y1dc7Q,"Tex-Mex, Restaurants, Bars, Mexican, Tacos, Nightlife",Paco's Tacos & Tequila,"6401 Morrison Blvd, Ste 8A",Charlotte,NC,28211,4.0,611,1,Mexican
VRUtFKBw21UqtJpXUXSp_A,"Burgers, Hot Dogs, Restaurants, Fast Food",Burger King,3421 Wilkinson Blvd,Charlotte,NC,28208,2.0,7,1,American
3tZDHQnqe9X6LVNadqFq1Q,"Sandwiches, Burgers, American (Traditional), Restaurants",American Burger,5349 Ballantyne Commons Pkwy,Charlotte,NC,28277,3.0,11,0,American
ohjBWS_-x0Db1FeYluJuIw,"American (Traditional), Food, Restaurants, Ice Cream & Frozen Yogurt",Snoop's Grill,415 Hawthorne Ln,Charlotte,NC,28204,3.5,15,0,American
RMzjD_LpED02tGGafX0RBw,"American (Traditional), Caterers, Barbeque, Event Planning & Services, Restaurants",City Barbeque,11212 Providence Rd W,Charlotte,NC,28277,4.0,144,1,American
KbhrsTQEea2RF_94YWnBdQ,"Mexican, Restaurants",Anita's Mexican Grill,"2904 Yorkmont Rd, Ste C",Charlotte,NC,28208,4.5,99,1,Mexican
Rmj0NYF_Id_2rZzocx-Vyw,"Pizza, Restaurants",Papa John's Pizza,6411 Freedom Dr,Charlotte,NC,28214,2.0,22,1,American
rF5PLlOXehPg-Dy3FiJl8A,"Sandwiches, Pizza, Chicken Wings, Fast Food, Restaurants",Domino's,1428 East 4th St,Charlotte,NC,28227,1.5,10,1,American
TkXmhC7ZDA5H2tebIXH2_Q,"Buffets, Restaurants, Chinese",Ichiban Buffet,7201 Albemarle Rd,Charlotte,NC,28227,3.0,24,1,Chinese
ZCsvwa_dsqNB8d8tYHPdjw,"Restaurants, Pubs, Bars, Fish & Chips, Nightlife",Sir Edmond Halley's,4151A Park Rd,Charlotte,NC,28209,3.5,156,1,American
nLmgrCtMOkenVoJm2n8O4g,"Restaurants, Food, Coffee & Tea",Caribou Coffee,100 N Tryon St,Charlotte,NC,28202,4.5,25,1,American
R3BBuHmher7d0QouLbJLjQ,"Salad, Sandwiches, Delis, Restaurants",McAlister's Deli,4830 Berewick Town Center Drive,Charlotte,NC,28278,4.0,12,1,American
wiPtQK7_QAkUUMQtyiaUNg,"American (New), Cajun/Creole, Breakfast & Brunch, Restaurants",Mimi's Cafe,10224 Perimeter Pkwy,Charlotte,NC,28216,2.5,85,0,American
RMnRn8TlJEva0l3UfForaw,"Restaurants, Food, Food Trucks, Southern",Sugar Daddy's Food Truck,,Charlotte,NC,28262,4.5,6,1,American
taXtOYdA_oSqO1FM2EZwtA,"Bars, Restaurants, Trinidadian, Caribbean, Nightlife, Music Venues, Arts & Entertainment",Twilight Lounge,"7030 Smith Corners Blvd, Ste C",Charlotte,NC,28269,3.5,19,0,Caribbean
9K2FHkajUaTU4P2cfFJmGQ,"Food, Indian, Restaurants",Peacock India Restaurant,230 E Wt Harris Blvd,Charlotte,NC,28262,3.5,57,0,Indian
MGYVtKoCsLnuy6iyEuVBgQ,"Tapas/Small Plates, Bars, American (New), Hookah Bars, Seafood, Nightlife, American (Traditional), Restaurants, Beer, Wine & Spirits, Lounges, Food",7th District Restaurant & Lounge,321 N Caldwell St,Charlotte,NC,28202,3.5,84,1,American
fD44IFB9Xxo5pkWXSJes7w,"American (New), Restaurants",Sonoma Modern America,"Bank of America Corporate Center, 100 N Tryon St",Charlotte,NC,28202,3.5,9,0,American
c50HBldFU8BXUIW6WFXTAw,"American (Traditional), Sandwiches, Food, Restaurants, Fast Food",Subway,7747 N Tryon St,Charlotte,NC,28262,2.5,6,1,American
sSExaL8luneZit55NqQ2uA,"Pubs, Sandwiches, Nightlife, Bars, American (New), Sports Bars, Restaurants",Malone's Pourhouse,"Seneca Place Shopping Center, 5033 S Blvd N",Charlotte,NC,28217,2.5,6,0,American
vxadNrpTY7OHNmWsrEpNnA,"Mediterranean, Italian, Restaurants, Greek, Breakfast & Brunch, Diners",Landmark Diner Restaurant,4429 Central Ave,Charlotte,NC,28205,3.5,257,1,Greek
YiuMBA2u2F_WR3kOIuW_iw,"Caribbean, Restaurants",Caribbean Hut,200 W Woodlawn Rd,Charlotte,NC,28217,4.0,65,1,Caribbean
ro-4-3USXvGKnp07BrxSKg,"Indian, Restaurants",Godavari,520 University Center Blvd,Charlotte,NC,28262,3.0,53,1,Indian
xYy54Y2VTBAG5k7WJcaH4A,"Italian, Restaurants, French",Terra,545 Providence Rd,Charlotte,NC,28207,4.5,38,0,French
K4ibWLIMnbqwLzVkAlHFzA,"Beer Bar, Mexican, Food, Beer Gardens, Restaurants, Wine Bars, Bars, Beer, Wine & Spirits, Nightlife, Food Trucks",Max & Lola Bodega,1501 S Mint St,Charlotte,NC,28203,4.0,13,1,Mexican
XuKkLgZbcdNOJ0EDlydnNQ,"Sandwiches, Restaurants, Fast Food",Subway,"201 N Tryon St, Ste 1020",Charlotte,NC,28202,2.0,3,1,American
oV4wXa9_GEZWAYlyqKH8Ag,"Bars, Nightlife, Beer Bar, Restaurants",Billy Jack's Shack,3220 N Davidson St,Charlotte,NC,28205,4.5,20,1,American
YmVcOfuPXRmyse8Rq7S6vQ,"Scottish, Nightlife, Restaurants, Irish, Pubs, Bars",Molly MacPherson's Scottish Pubs & Grill,"127 N Tryon St, Unit 8",Charlotte,NC,28202,3.5,27,0,European
WV_35Z3NEg6WRPPW92E-NA,"Delis, Sandwiches, Restaurants",The Salvador Deli,3215 N Davidson St,Charlotte,NC,28205,3.5,13,0,American
b42EKdSk61zd_FEqEwioYQ,"Seafood, Nightlife, Bars, Sushi Bars, Wine Bars, Restaurants, Breakfast & Brunch",Upstream,6902 Phillips Place Ct,Charlotte,NC,28210,3.5,240,1,American
Qh9sS8XjuO6tuvGWFqPsPQ,"Restaurants, Burgers, Fast Food, American (New)",Five Guys,9820 Rea Rd,Charlotte,NC,28277,4.0,24,1,American
gZ07ufIQwnFjXUP-FWDt4Q,"Sandwiches, Fast Food, Restaurants, Delis",Jersey Mike's Subs,7828 Rea Rd,Charlotte,NC,28277,3.5,35,1,American
2232XZ-3ub4S9cmrHJSDFg,"Desserts, Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Restaurants, Sandwiches",Ninety's Ice Cream & Sandwiches,"9009 J M Keynes Dr, Ste 4",Charlotte,NC,28262,4.5,164,1,American
PeVgw94It7HBBLkIbOoAng,"Japanese, Restaurants",Hibachi Grill,3657 E Independence Blvd,Charlotte,NC,28205,3.5,44,1,Japanese
2S6p5ICNswz_EdgcZk76qQ,"Bars, Sandwiches, Restaurants, Beer Bar, Nightlife, American (New), Beer, Wine & Spirits, Chicken Wings, Burgers, Sports Bars, Pizza, Food, American (Traditional), Cheesesteaks",Duckworth's Kitchen & Taphouse,4435 Park Rd,Charlotte,NC,28209,4.0,353,1,American
XPPt-Z9t3LWhsomIpQ-Thw,"Sandwiches, Restaurants, Salad, American (Traditional)",Park 51 Cafe,10703 Park Rd,Charlotte,NC,28210,3.5,43,1,American
K5sUVFSGFEZosixSXgx5sw,"American (Traditional), Restaurants, Fast Food, Burgers",Shake Shack,1605 E Woodlawn Rd,Charlotte,NC,28209,3.5,228,1,American
y_ktxjYF2WJ__IA05ctSBw,"Event Planning & Services, Barbeque, Restaurants, Caterers, American (New)",Sonny's BBQ,3351-300 Pineville Matthews Road,Charlotte,NC,28226,3.5,48,1,American
Fufm0lM0opOKXiu30ZQjDA,"Thai, Restaurants",Bangkok Ocha,7629 Pineville Matthws Rd,Charlotte,NC,28226,3.5,81,0,American
k-drEjxKmfqllwfY90STfA,"Nightlife, Breakfast & Brunch, Bars, Latin American, Mexican, Gluten-Free, Restaurants, Tex-Mex",Cantina 1511,"4271B Park Rd, Ste B",Charlotte,NC,28209,3.5,509,1,Mexican
JUhX-FMEqwojDlwHIS-9ng,"Restaurants, Greek, Mediterranean",Pe̱o Mediterranean Grill,"2115 East Arbors Dr, Ste 190",Charlotte,NC,28262,5.0,13,1,Mediterranean
DYX1KsipIxOzz_pqlvUzvg,"Restaurants, Italian, Pizza",Capriccio,9611 Brookdale Dr,Charlotte,NC,28215,4.5,102,1,Italian
0GS6_96ld7mdEfgKhoDliA,"American (Traditional), Sports Bars, Pubs, Pool Halls, Bars, Restaurants, Nightlife",Angry Ale's,1518 Montford Dr,Charlotte,NC,28209,3.0,154,1,American
3C0bnFhjkgYP9mWORKg6cA,"Hot Dogs, Food, Street Vendors, Restaurants",Chili Man,S Tryon,Charlotte,NC,28202,5.0,156,1,American
b9caA3rPbseGPG1oycDiCA,"Diners, Waffles, Breakfast & Brunch, American (Traditional), Restaurants",Waffle House,2125 W Arrowood Rd,Charlotte,NC,28217,2.5,16,1,American
JQ4E1Im1dHMpDa1s4vJMoQ,"Vegetarian, Restaurants, Indian",Woodlands,7128 Albemarle Rd,Charlotte,NC,28227,3.5,198,0,Indian
AXQ6qAqYhB7sTrS0BY2ymg,"Restaurants, Food Trucks, Mexican, Food",Tacos Rick-O,3500 Latrobe Dr,Charlotte,NC,28211,4.5,5,1,Mexican
DUSAjTJ3l_bavvo9uqPo_w,"Middle Eastern, Restaurants, Halal",Aly Baba,3145 N Sharon Amity Rd,Charlotte,NC,28205,3.0,9,0,Mediterranean
ICqeMnKHCj1LDboz8nyWnQ,"Bars, Breweries, Nightlife, Beer Bar, Beer Gardens, Restaurants, Sandwiches, Food",Carolina Beer Temple,"2127 Ayrsley Town Blvd, Ste 10",Charlotte,NC,28273,4.5,32,1,American
rjQDqMUZMigAVHmyb_5nRg,"American (New), Restaurants",Blackthorne,"11318 N Community House Rd, Ste 200",Charlotte,NC,28277,3.0,54,0,American
lO-IY5X36bLI8vnQR4O18A,"Bakeries, Indian, Restaurants, Food",Curry n Cake,"2015 E Arbors Dr, Ste 270",Charlotte,NC,28262,3.0,42,1,Indian
bjzFOyHG4Ux1CPCIk-b_5A,"Restaurants, American (Traditional), Nightlife, American (New), Sports Bars, Bars, Food",NoDa 101,"3205 N Davidson St, Unit 101",Charlotte,NC,28205,4.0,10,0,American
HCvSXTYw0WoszrJlffsRSg,"Chinese, Restaurants",Hong Phat Restaurant,2400 Tuckaseegee Rd,Charlotte,NC,28208,4.0,9,0,Chinese
pI4w-MXCGbgDJh9Q97C-jg,"Greek, Mediterranean, Restaurants",Greco Fresh Grille,"7731 Colony Rd, Ste F3",Charlotte,NC,28226,4.0,36,1,Mediterranean
vodVvMALuQPScQJpLhfcyg,"Bakeries, Restaurants, Food",Nova's Bakery,1511 Central Ave,Charlotte,NC,28205,3.0,117,1,American
rNoMSO6AsegKb9-p6Ir7SQ,"Nightlife, Pubs, American (Traditional), Restaurants, Bars",Thomas Street Tavern,1228 Thomas Ave,Charlotte,NC,28205,4.0,166,1,American
SDdB_gFAWW23cNmtwT-dAA,"Mexican, Restaurants",Maria's Mexican Restaurant,5234 South Blvd,Charlotte,NC,28217,3.5,85,1,Mexican
sqdhck-Ad8UiBTVRbhdepw,"Coffee & Tea, Sandwiches, Breakfast & Brunch, Food, Restaurants, Donuts, Cafes",Rise Biscuits Donuts,12807 S Tryon St,Charlotte,NC,28273,3.5,84,0,American
cXHKyZfuaObtVi10hQqLcg,"Salad, Restaurants, Food, American (Traditional), Juice Bars & Smoothies",B.GOOD,"400 S Tryon St, Unit  R1",Charlotte,NC,28202,3.0,76,1,American
5aGYZbjkXpCecz4QH2ZKFg,"Restaurants, Chinese, Buffets",Dragon Buffet,8170 S Tryon St,Charlotte,NC,28263,3.5,74,1,Chinese
rv0-ZcAbWkvpomaK0BhQrA,"American (New), Restaurants, Seafood, Cocktail Bars, Bars, Nightlife",Fin & Fino,"135 Levine Avenue Of The Arts, Ste 100",Charlotte,NC,28202,4.5,88,1,American
NVJ1rVXyThay6Om-Q2LKJA,"Restaurants, Greek, Lebanese, Specialty Food, Middle Eastern, Ethnic Food, Food, Mediterranean, Grocery",Cedar Land,"4832 Central Ave, Ste D",Charlotte,NC,28205,4.0,39,1,Mediterranean
KljAJzE4WuV1ay503jjP6w,"Chinese, Restaurants",Chopsticks,10039 University City Blvd,Charlotte,NC,28213,2.0,32,1,Chinese
SsJAn_JvZC4cbAg_eHUGpw,"Greek, Restaurants, Fast Food, American (Traditional)",Showmars - Park Cedar,9925 Park Cedar Dr,Charlotte,NC,28210,4.5,30,1,Greek
Ad6MuVLFW4PlFZ4cAEnfwQ,"Coffee & Tea, Themed Cafes, Bars, Wine Bars, Pets, Shopping, Gift Shops, Food, Restaurants, Flowers & Gifts, Nightlife, Cafes",Daily Mews Cat Cafe,3748 Monroe Rd,Charlotte,NC,28205,4.5,11,1,American
gxy5B_IhNpRFqobsffO0Tw,"Restaurants, Bars, Nightlife, Pizza",Hawthorne's NY Pizza & Bar,"6215 Old Post Rd, Ste 101",Charlotte,NC,28212,4.0,30,1,American
ieL2bzG1mQ_4wbWZ9Y3mVg,"Restaurants, Caribbean, Food, Soul Food, Grocery",Island Grocery,5861 Albemarle Rd,Charlotte,NC,28212,4.0,29,1,Caribbean
tLSgXuy0g8nxX6Xgb7nvrw,"Buffets, Restaurants, Chinese",Lotus Buffet,9605 N Tryon St,Charlotte,NC,28262,2.5,44,1,Chinese
FX43CMUW4ISt_9D-5nKQlg,"Restaurants, American (Traditional)",Chili's Grill & Bar,"Charlotte International Airport, 5501 Josh Birmingham Pkwy",Charlotte,NC,28208,3.0,16,0,American
zXsB61ZYYsTCaKYOTYr1Tg,"Hot Dogs, Burgers, Fast Food, Restaurants",Wendy's,1110 W Sugar Creek Rd,Charlotte,NC,28213,2.0,10,1,American
urgjbqhtZD20G5h3XM76wQ,"Restaurants, Food, Food Trucks, Halal",Mi Barrio's Halal Cart,101 N Tryon St,Charlotte,NC,28202,4.5,69,1,American
mkow7OZ2PZSUjhQ3x3SVbg,"Nightlife, Restaurants, Bars, Sports Bars",Home Team Sports,3346 Little Rock Rd,Charlotte,NC,28214,2.0,18,1,American
#NAME?,"Mediterranean, Greek, Breakfast & Brunch, American (Traditional), Restaurants",Chuck's Grill,8001 Old Statesville Rd,Charlotte,NC,28269,4.0,54,1,Greek
Ri2IkvrDVM20XBNH1034Qw,"Honduran, Breakfast & Brunch, Restaurants, Latin American",La Catracha,"820 E Arrowood Rd, Ste D",Charlotte,NC,28217,4.0,9,1,LatinAmerican
