business_id,categories,name,address,city,state,postal_code,stars,review_count,is_open,TypeCusine
6x4BDO6DrX9QXecdPCpVwA,"American (New), Restaurants, Barbeque, Burgers, Southern",House of Blues Restaurant & Bar,308 Euclid Ave,Cleveland,OH,44114,4.0,35,1,American
_y6D2jXsM5S7hWHcIy2NoQ,"Bars, Sports Bars, Nightlife, Lounges, Restaurants, Sandwiches",Sub City,691 Richmond Rd,Cleveland,OH,44143,3.0,4,0,American
7LzhLKAwS7PHUvaPIW833A,"American (Traditional), Italian, Pizza, Restaurants",Dominic's Santos,21467 Lorain Rd,Cleveland,OH,44126,3.5,37,1,Italian
TnO9SmZoRNfJlbNV1wBKYw,"Restaurants, Gastropubs",Red Lantern Kitchen & Bar,17446 Lorain Ave,Cleveland,OH,44111,3.5,104,1,American
tpG_KqvR1v2GrlLKNAChBw,"Sports Bars, American (Traditional), Restaurants, Bars, Nightlife",Wings Sports Bar & Grill,14516 Broadway Ave,Cleveland,OH,44125,3.5,8,1,American
anzCdD5eIEHwydTpXhLlUA,"Nightlife, Music Venues, Arts & Entertainment, Restaurants, Bars, Lounges, Cocktail Bars, Hot Dogs, Pubs",Happy Dog,5801 Detroit Ave,Cleveland,OH,44102,4.0,614,1,American
nCK19UJUHdX5bXWAASr-Ww,"Restaurants, Delis",Harvard Deli,14716 Harvard Ave,Cleveland,OH,44128,4.0,6,1,American
o10-_WmF3MF5uXwMWGg5VQ,"Burgers, Fast Food, Restaurants",Wendy's,4037 Mayfield Rd,Cleveland,OH,44121,1.0,15,1,American
Ksk5cLav4OtbUtpRGp5b4g,"Indian, Restaurants",India's Cafe & Kitchen,5549 Ridge Rd,Cleveland,OH,44129,4.0,19,1,Indian
V2Uvh2cUl3vufW9ChM_jkw,"Pubs, Irish, Irish Pub, Restaurants, Nightlife, Bars",Public House,17219 Lorain Ave,Cleveland,OH,44111,3.5,26,1,European
QUjJmpTQvGus8WfYq1dtOw,"Seafood, Restaurants, Cajun/Creole, Sandwiches",Battiste & Dupree Cajun Grill,1992 Warrensville Center Rd,Cleveland,OH,44121,4.0,74,1,American
R13VkcyUIU3xG2fRFbBvBA,"Salad, Sandwiches, Soup, Restaurants",Cafe 56,1433 Som Ctr Rd,Cleveland,OH,44124,3.5,50,1,American
QSfFgtcIrFHMs3_TVXjCLA,"Caterers, American (Traditional), Restaurants, Comfort Food, Event Planning & Services",Boston Market,4742 Ridge Rd,Cleveland,OH,44144,3.0,9,1,American
_vDoNSl0w_v-dEkj8EorwA,"Chicken Wings, Salad, Pizza, Restaurants",Athens Pizzeria,8801 Denison Ave,Cleveland,OH,44102,3.5,8,1,American
m3DVIvPsuLuA9OMSgWNLcQ,"Coffee & Tea, Bakeries, Sandwiches, Restaurants, Food, Vegan, Desserts",Bloom Bakery at Public Square,200 Public Sq,Cleveland,OH,44114,4.0,61,1,American
9lDpO8fpgZKd18yskBM3Zw,"Sports Bars, Adult Entertainment, Restaurants, Steakhouses, Strip Clubs, Nightlife, Bars",Diamond Men's Club,1628 Fall St,Cleveland,OH,44113,3.0,16,1,American
DJr-kNyyTJpobrvjwaQZ4g,"Nightlife, Bars, Tapas/Small Plates, Restaurants, American (New)",Valo,12718 Larchmere Blvd,Cleveland,OH,44120,3.0,6,0,American
IJlEACzNH-i_6Ovppj1KSQ,"Bars, Restaurants, American (Traditional), Cafes, Nightlife",The Plum,4133 Lorain Ave,Cleveland,OH,44113,4.0,104,1,American
0Bg55OM_rzC_jdvIZRw_7A,"Bakeries, Restaurants, Food",Pincus Bakery,2181 S Green Rd,Cleveland,OH,44121,4.0,6,0,American
FjWkdzVMhv5S-Lm1Qu1AEw,"Restaurants, Thai",Mint Cafe,1791 Coventry Rd,Cleveland Heights,OH,44118,4.0,56,0,American
DZBAkVf8HU4U4ZQ_yKECBQ,"Food, Delis, Knife Sharpening, Local Services, Specialty Food, Butcher, Meat Shops, Restaurants",Giovanni's Meats & Deli,5716 Mayfield Rd,Cleveland,OH,44124,4.5,19,1,American
QJ0zyTj0pBBAaTtmAm4UCw,"Restaurants, Event Planning & Services, Food Stands, Caterers",Pope's Kitchen,"2800 Euclid Ave, Ste 150",Cleveland,OH,44113,3.5,3,1,American
Ykg-jzdJS5UAlkF5YaCsyA,"Pizza, Italian, Restaurants, Chicken Wings",Loparo's Pizza,4515 Mayfield Rd,Cleveland,OH,44121,4.5,3,0,Italian
OZhRvcJ8WjnvRaRQVirD6w,"Restaurants, Cantonese, Chinese, Szechuan",China Star,3283 W 117th,Cleveland,OH,44111,3.0,9,1,Chinese
ZNB91myFoOYgyXoG5LQeGQ,"Pizza, Restaurants",Alfonso's Restaurante & Catering,7786 W 130th St,Cleveland,OH,44130,2.0,22,0,American
HiJ2GEMZGKI8vwalAp2h-Q,"Hot Pot, Szechuan, Restaurants, Chinese",Sichuan Hot Pot Cuisine,2162 Rockwell Ave,Cleveland,OH,44114,4.5,8,1,Chinese
54kfE6vauORUVUifLagkXQ,"Restaurants, Steakhouses",Hyde Park Prime Steakhouse,123 W Prospect Ave,Cleveland,OH,44115,4.5,65,1,American
3vZ8ECJuiEZIuDv7OQ2NHw,"Restaurants, Fast Food",McDonald's,11580 Euclid Ave,Cleveland,OH,44106,2.0,5,0,American
EoHYfqfIIRhDuI1h5YWagw,"Breakfast & Brunch, Hotels & Travel, Hotels, Restaurants, American (Traditional), Event Planning & Services",David's At Marriot Key Center,127 Public Square,Cleveland,OH,44114,3.0,13,0,American
EozEGL29WftitEANtx3vaw,"Mexican, Fast Food, Restaurants",Chipotle Mexican Grill,11638 Clifton Blvd,Cleveland,OH,44102,4.0,9,1,Mexican
G-u14MaU6ymd0gZoNX3mAQ,"Arts & Entertainment, Nightlife, Restaurants, Dive Bars, Jazz & Blues, Pizza, Bars",Coda,2247 Professor Ave,Cleveland,OH,44113,4.0,10,1,American
xVWLSFGNr4w4DYvYiafMPw,"Barbeque, Restaurants",Holland BBQ,772 E 185th St,Cleveland,OH,44119,4.0,10,1,American
pjX6mJ6AmfWwUOnTnkEmJg,"American (Traditional), Bars, Restaurants, Pubs, Nightlife, Gastropubs",Rudy's Pub,2191 Lee Rd,Cleveland Heights,OH,44118,4.5,10,1,American
HYm_XUwKk_s-gCC0kdERDA,"Nightlife, Beer, Wine & Spirits, American (Traditional), American (New), Sports Bars, Restaurants, Bars, Food",Gateway Bar And Grill,651 Huron Rd E,Cleveland,OH,44115,3.0,35,1,American
vDPRMZPe6lfy0MAcycvQUw,"Restaurants, American (New)",Fifth Wheel Restaurant,3306 St Clair Ave NE,Cleveland,OH,44114,3.5,7,1,American
ntkeyTQNc735Dr-yjGd_IQ,"Restaurants, Food Trucks, Mexican, Food, Street Vendors, Food Stands",Fired Up Taco Truck,,Cleveland,OH,44106,4.0,38,1,Mexican
wdYEC6DIO6O4d-ouB72x9g,"Restaurants, Coffee & Tea, Food, Donuts",Dunkin' Donuts,5790 Mayfield Rd,Cleveland,OH,44124,2.5,14,1,American
GYMP2opfj0-dAf_3rWZEjA,"Restaurants, Food, Coffee & Tea",Arabica,11604 Detroit Ave,Cleveland,OH,44102,4.0,8,0,American
Mj3MfOW3J6RrGjfn0pCGzQ,"Professional Services, Gluten-Free, Party & Event Planning, Pizza, Event Planning & Services, Clowns, Restaurants, Marketing, Magicians",kiddy's kingdom,,Cleveland,OH,44122,1.0,4,1,American
1Mf0UInsuxMNfJjzy0rTBQ,"Diners, American (Traditional), Restaurants, Breakfast & Brunch",Denny's,6850 Brook Park Rd,Cleveland,OH,44129,1.5,43,1,American
CtYWpX_cy1YdZgoKtS0Tqg,"Restaurants, Pizza, Barbeque, Chicken Wings",Happy's Pizza,7412 Detroit Ave,Cleveland,OH,44102,2.0,18,1,American
dPIQurJHDMt1KDlXolNFhw,"Restaurants, Event Planning & Services, Bus Tours, Hotels & Travel, Tours, American (Traditional), Boat Charters, American (New)",Nautica Queen Cruise Ship,1153 Main Ave,Cleveland,OH,44113,3.0,37,1,American
a1_ZedhXo5mVflOV471pCA,"Filipino, Restaurants",Mely's Kainan,5382 State Rd,Cleveland,OH,44134,4.5,22,1,Asian
FwS2grX_4u879hzjfYFakg,"Restaurants, Pizza, Italian",Valentino's Pizza,2197 Murray Hill Rd,Cleveland,OH,44106,4.0,84,1,Italian
WG3zvUktE1l3llwq3PPVVg,"Restaurants, Delis, Middle Eastern",Nate's Deli & Restaurant,1923 W 25th St,Cleveland,OH,44113,4.5,117,1,Mediterranean
N5w41qCOYCxhmMX5C2XgUg,"Salad, Delis, Restaurants, Sandwiches, Diners, Food, Convenience Stores",Cleveland Deli and Beverage,14939 Puritas Ave,Cleveland,OH,44135,4.0,4,1,American
OiS6K4IvKwxIcWlKVywG_w,"American (Traditional), Modern European, Restaurants, Breakfast & Brunch",The Red Chimney,6501 Fleet Ave,Cleveland,OH,44105,3.5,38,1,European
MmHg20VupqMSQXL0jLNFmg,"Middle Eastern, Restaurants",Cedarland At the Clinic,9500 Euclid Ave,Cleveland,OH,44195,3.5,21,0,Mediterranean
hWgMbRQKIBrAw18-I0KJQQ,"Bars, Nightlife, Restaurants, Food, Tea Rooms, Lounges, American (Traditional)",Lobby Lounge On 6,"1515 W 3rd St, Fl 6",Cleveland,OH,44113,4.0,5,1,American
jhf5nALqdV208SjURLk6ig,"Nightlife, Comedy Clubs, Dinner Theater, Arts & Entertainment, Restaurants, Performing Arts",The Dinner Detective,1100 Carnegie Ave,Cleveland,OH,44115,2.5,3,1,American
BxpWf0-aNxjpfdZcULR6vg,"Restaurants, Pizza",Geppetto's Pizza & Ribs,11636 Clifton Blvd,Cleveland,OH,44102,1.5,3,0,American
prmBNT8sD8V2o2kXV6Ywg,"Bars, Nightlife, Tex-Mex, American (Traditional), American (New), Restaurants",Chili's,"2121 Euclid Ave, SC 212A",Cleveland,OH,44115,2.5,7,1,American
4xnVH2jTVwrsO88q_jHWWw,"Pizza, Restaurants",pizzaBOGO,13434 Cedar Rd,Cleveland,OH,44118,4.0,74,1,American
cuI4nkcx6d1bdG--ZM4oww,"Mediterranean, Restaurants, Middle Eastern, Turkish",Anatolia Cafe,2270 Lee Rd,Cleveland Heights,OH,44118,4.0,241,1,European
VH2BjFjc9usDquDgoHhptA,"Restaurants, Mexican, Desserts, Food, Breakfast & Brunch",Barrio,527 Prospect Ave,Cleveland,OH,44115,4.0,468,1,Mexican
8CRoFhyVzple6ji3S1_L-A,"Restaurants, Italian",Ponte Vecchio,2100 Superior Via,Cleveland,OH,44113,4.0,15,0,Italian
9_0FtoabuC42T7AWDk5_sA,"Restaurants, Tea Rooms, Food, Coffee & Tea, Cafes",Algebra Tea House,2136 Murray Hill Rd,Cleveland,OH,44106,4.0,133,1,American
So2tr4GnhCMYeZvfJYRCEQ,"Burgers, Restaurants",Burger King,1795 Snow Rd,Cleveland,OH,44134,2.5,5,1,American
pbS64IjuuRxr23uNPQwaHw,"Food, Soup, Restaurants, Desserts",C'mon Let's Eat,530 Euclid Ave,Cleveland,OH,44115,2.5,3,0,American
_iZv63vOfUIlJoxhQtyUcg,"Sandwiches, Restaurants",Mr Hero,6833 Pearl Rd,Cleveland,OH,44130,3.0,6,1,American
51kUjAGZLtDl1K3XV_UXxQ,"Juice Bars & Smoothies, Food, Restaurants, Cafes, Sandwiches",Tropical Smoothie Cafe,11322 Euclid Avenue,Cleveland,OH,44106,3.5,29,1,American
gjRH4NXI6DLuTHbwyw8ozg,"Donuts, Food, Restaurants",Gilly's Donuts,12409 Mayfield Rd,Cleveland,OH,44106,5.0,5,0,American
4j6NUmLWCvYEcf31BdlQ1w,"Restaurants, Sandwiches",Critics Cafe,"200 Public Sq, Ste 103",Cleveland,OH,44114,2.5,3,1,American
1RBh8N3oGEQpu20Sq_BAwA,"Food, Italian, Restaurants, Bakeries",Massimo da Milano,1400 W 25th St,Cleveland,OH,44113,1.5,17,1,Italian
P3LC20iTwxv7CicqgNUXzA,"Home Services, Pizza, Health & Medical, Massage Therapy, Nightlife, Chicken Wings, Salad, Restaurants",Captain Tony's Pizza & Pasta,1405 E 9th St,Cleveland,OH,44114,3.0,21,1,American
J1hR6fcmGWUACBXQVQkhjw,"Food, Restaurants, Bakeries",Mertie's Hungarian Strudel Shop,6606 Smith Rd,Cleveland,OH,44130,5.0,7,1,American
k1VQF6auj3RQT-QjMWtrEw,"Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Arts & Entertainment, Shopping, Art Galleries",Artefino Art Gallery & Cafe,1900 Superior Ave E,Cleveland,OH,44114,4.0,20,1,American
cdsxkycC_xrXlOdsm5yZUw,"Pizza, Restaurants",Nunzio's Pizzeria,4478 Pearl Rd,Cleveland,OH,44109,2.5,27,1,American
An_5_l5Wm2U0xQe5CvHUBA,"Restaurants, Cafes",Cafe 17,5755 Granger Rd,Cleveland,OH,44131,5.0,3,1,American
dQwjYLmQXb06CpMPIpm5-g,"Restaurants, Mexican",Villa Y Zapata,8505-09 Madison Ave,Cleveland,OH,44102,4.0,76,1,Mexican
mPAt95zVO9deXkZSEFUDqg,"Pizza, Italian, Chicken Wings, Restaurants",Pizza Hut,5526 Turney Rd,Cleveland,OH,44125,2.0,4,1,Italian
MNcHg6VFkqvPNS_0n2bWsg,"Sandwiches, Restaurants, Asian Fusion, American (New), American (Traditional)",The Hipp,5000 Euclid Ave,Cleveland,OH,44103,3.5,7,0,Asian
tIby_wfzpZ5QH02IWFNogg,"Social Clubs, Chinese, Arts & Entertainment, Food, Bubble Tea, Restaurants, Taiwanese",China Sea by CSU,1900 Euclid Ave,Cleveland,OH,44115,3.5,38,1,Chinese
3z6gQVDbWuykm-a8R1YyJg,"Restaurants, Pizza",Captain Tony's Pizza,13202 Shaker Sq,Cleveland,OH,44120,3.5,24,1,American
wUzbeWOod7VDmER9PrmwFg,"Restaurants, Sandwiches, Fast Food",Subway,16687 Chagrin Blvd,Cleveland,OH,44120,3.0,4,1,American
tNw9uqfIzl247SfiZ-JBLw,"Italian, Pizza, Restaurants",Alesci's Downtown,828 Huron Rd E,Cleveland,OH,44115,4.0,6,0,Italian
3_STYcEwVsieJPo0GWjxLw,"Asian Fusion, Chinese, Restaurants",King Fong,14055 Lorain Ave,Cleveland,OH,44111,4.0,17,1,Chinese
MHxce6ztMkbYHR8z3Z1q3g,"Restaurants, Caterers, Event Planning & Services, Delis",Jack's Deli & Restaurant,14490 Cedar Rd,Cleveland,OH,44122,4.0,146,1,American
HZ138Lj64DWwt9J_8Ktt3Q,"Cafes, Restaurants, Breakfast & Brunch, American (New)",Daybreak,6212 Memphis Ave,Cleveland,OH,44144,4.0,13,1,American
osfBW9AMuOqX3aDsA6Rzmg,"American (New), Restaurants",Elements Bistro,2300 Euclid Ave,Cleveland,OH,44115,4.5,18,1,American
YyyqcbVyoBo4wPsgowUtUQ,"Japanese, Restaurants",SASA,13120 Shaker Sq,Cleveland,OH,44120,4.0,97,1,Japanese
N5nB7bt89WYvobTGIP1vPA,"Specialty Food, Restaurants, Gluten-Free, Vegetarian, Ethnic Food, Food, Vegan, Ethiopian",Empress Taytu Ethiopian Restaurant,6125 St Clair Ave,Cleveland,OH,44103,4.0,104,1,African
UwtQpKRHATMLx0Po7vPB4w,"Caterers, Restaurants, Pizza, Event Planning & Services",Pizza Joe's & Deli,4260 Fulton Rd,Cleveland,OH,44144,4.0,8,1,American
WngnIN7vi2KYo4doqK51zA,"Breakfast & Brunch, Delis, Food, Coffee & Tea, Restaurants",Joe Maxx Coffee,2207 Chester Ave,Cleveland,OH,44114,4.5,15,1,American
mvqvZ1ipV6xNP7WU4guI4g,"Soul Food, Barbeque, Restaurants",Hot Sauce Legacy BBQ,12310 Superior Ave,Cleveland,OH,44106,3.5,3,1,American
VUb97h3RTg6InKdfgB49Bw,"Restaurants, Nightlife, Dive Bars, Music Venues, Hot Dogs, Arts & Entertainment, American (Traditional), Bars",Happy Dog at the Euclid Tavern,11625 Euclid Ave,Cleveland,OH,44106,4.0,97,1,American
7tzhoEyaTLxdwkCWMTUbZg,"Burgers, Restaurants",Dynomite Burgers,1302 Euclid Ave,Cleveland,OH,44115,3.0,40,1,American
T-_xEyoDPAKV-I6iQlbKWA,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants",McDonald's,3050 Carnegie Ave,Cleveland,OH,44115,1.5,24,1,American
yDRt1K6dLvrR_DZMubSJnQ,"Barbeque, Food, Restaurants, Salad, Desserts",Garden Grill,4450 Rocky River Dr,Cleveland,OH,44135,4.0,3,0,American
VHl_CX2rfWviSQdvrpmnyw,"Restaurants, Delis",Tower Deli,230 W Huron Rd,Cleveland,OH,44113,4.5,6,0,American
ddlnpDxGDDxGGoG_dVXwiw,"Bars, American (New), Desserts, Food, Italian, Cafes, Restaurants, Nightlife",Felice,12502 Larchmere Blvd,Cleveland,OH,44120,4.0,162,1,Italian
nZ4uuPHq0QLM5DwI52aO3Q,"Fast Food, Restaurants, Burgers",Burger King,7500 Detroit Ave,Cleveland,OH,44102,2.5,3,1,American
1FbPiw_tWdyjrUcJa41Zvg,"Restaurants, Nightlife, Sports Bars, Burgers, Food, Event Planning & Services, Beer, Wine & Spirits, Caterers, Bars, American (Traditional)",Goodfellers,2217 E 9th St,Cleveland,OH,44115,3.0,18,0,American
vdloJPM3bSpQTMlwdFek2A,"Pubs, Nightlife, Food, Breweries, Bars, Beer, Wine & Spirits, Restaurants, American (New)",Butcher and the Brewer,2043 E 4th St,Cleveland,OH,44115,4.0,535,1,American
I5YF1kl3LCVM6nDeP8rUzQ,"Pizza, Restaurants",Papa Nick's Pizza & Pasta,11534 Clifton Blvd,Cleveland,OH,44102,3.5,42,1,American
6eZSIV10RAdZRNXQLE_w6w,"Mediterranean, Breakfast & Brunch, Food, Restaurants, Italian",Kalie's Restaurant,4446 Mayfield Rd,Cleveland,OH,44121,2.5,10,1,Italian
EOBTIIbjfeLuTdXeFGsOTg,"Vegan, Gluten-Free, Restaurants, Juice Bars & Smoothies, Food",Anna In The Raw,1360 E 9th St,Cleveland,OH,44114,4.5,31,1,American
whh4FifOxjPmhiBi0tyErg,"Restaurants, Delis",Luna's Deli Restaurant,6380 York Rd,Cleveland,OH,44130,3.0,24,1,American
ZWq8Fq13JPDAqt7rPjSwcQ,"American (New), Nightlife, Restaurants, Bars",Cork-N-Bottle,6724 Mayfield Rd,Cleveland,OH,44124,3.5,47,1,American
d_tubLVx2pnTZXvXFfcOeQ,"Japanese, Restaurants",Ariyoshi Japanese Restaurant,2206 Lee Rd,Cleveland Heights,OH,44121,4.0,19,0,Japanese
htzeeUOMRiTYnQ__SpFA9A,"Bar Crawl, Food, Beer, Wine & Spirits, Breweries, Nightlife, Gastropubs, Bars, Restaurants, Beer Bar",Bad Tom Smith Brewing,1836 W 25th St,Cleveland,OH,44113,4.5,27,1,American
mtPXFA8wKh2yKZ_BAEILvg,"Pizza, Restaurants",Patino's Pizza & Restaurant,14304 Puritas Ave,Cleveland,OH,44135,3.5,3,1,American
nZnebnuZDiBJxEMDxcDF-w,"Sandwiches, Sports Bars, Burgers, Nightlife, Restaurants, Chicken Wings, Bars",Winners Sports Bar & Grill,"5300 Riverside Dr, Ste A210",Cleveland,OH,44135,2.5,70,1,American
dt09TJuvnZR6dRd30CKNaA,"Restaurants, Pizza",Marco's Pizza,6287 Pearl Rd,Cleveland,OH,44130,3.0,6,1,American
YI-79PxZcX6X009ynWRLoQ,"Restaurants, Indian",Mirch Masala,2013 Ontario St,Cleveland,OH,44115,2.5,28,0,Indian
H1YgsXYBjH-va7cLIqXxg,"Cafes, Coffee & Tea, Event Planning & Services, Venues & Event Spaces, Food, Restaurants",Foyer,2529 Detroit Ave,Cleveland,OH,44113,5.0,9,1,American
6ExIH5FoPyMRhtz4p-2K1g,"Sushi Bars, Restaurants, Japanese",Sushi Rock,1276 W 6th St,Cleveland,OH,44113,3.5,106,0,Japanese
oHeiAs-mnDJU1_4BD8_5Dg,"Restaurants, Mexican",Se̱or Tequila Mexican Grill & Cantina,13114 Shaker Square,Cleveland,OH,44120,3.5,62,1,Mexican
5jWBMCoR8aAXBM9RNyzzbw,"Food, Sandwiches, Restaurants, American (New), Pizza",Penn Station East Coast Subs,1840 Warrensville Ctr Rd,Cleveland,OH,44118,3.0,8,1,American
y_Xi2V_0lGbCkRuiXLHUFA,"Chinese, Restaurants",Hong Kong Buffet,1975 Snow Rd,Cleveland,OH,44134,2.5,4,0,Chinese
65hBODeVEvHwi6jWMhR1ww,"Fast Food, Delis, Sandwiches, Restaurants",Jimmy John's,836 W St Clair Ave,Cleveland,OH,44113,3.5,5,1,American
th_1PEhLxrwzFJrBb9NyUQ,"Breakfast & Brunch, Sandwiches, Diners, Restaurants",Irv's Sandwich Shop,2164 S Taylor Rd,Cleveland Heights,OH,44118,4.5,9,1,American
VQGetWNN1f0dMWQ6ehDAVg,"Nightlife, Restaurants, Seafood, American (Traditional), Bars, Steakhouses",Morton's The Steakhouse,1600 W 2nd St,Cleveland,OH,44113,3.5,85,1,American
EjBZKPyq_G9WMO01N8DnDw,"Burgers, Bars, Sports Bars, Nightlife, Restaurants, Chicken Wings",Winking Lizard Tavern,811 Huron Rd E,Cleveland,OH,44115,3.5,204,1,American
ja7zjowr6ymsVglQXZZ6BA,"Buffets, Restaurants, Chinese",Great Taste Chinese Restaurant,1803 E 12th St,Cleveland,OH,44114,3.0,61,1,Chinese
ZSnAyj829ZcaGGxs-6sArA,"Mexican, Restaurants",Luchita's Mexican Restaurant,7431 Ridge Rd,Cleveland,OH,44129,2.0,3,0,Mexican
E60s6EXdPhet5FKJfA_YVQ,"American (New), American (Traditional), Restaurants, Beer, Wine & Spirits, Food",New Heights Grill,2206 Lee Rd,Cleveland,OH,44118,4.0,46,1,American
oxx6LBeBMr3xLkj3jq6rFw,"Restaurants, Coffee & Tea, Cafes, Food",Tabu Coffee Company,1852 E 6th St,Cleveland,OH,44114,5.0,9,0,American
JdqSgTOP98XScttH-25nVA,"Bars, Nightlife, American (New), Dance Clubs, Restaurants, Mediterranean, Lounges",Red Bar And Lounge,16700 Lorain Ave,Cleveland,OH,44111,2.5,4,0,Mediterranean
8bnX7WyIZ_ZMoUNnkkFa_Q,"Wine Bars, Bars, Restaurants, Nightlife, Lounges, American (New)",Turn Bar + Kitchen,1515 West Third Street,Cleveland,OH,44113,3.5,29,1,American
jPrN8a-JW-wA52NPwE0VoQ,"Restaurants, Greek, Diners, American (Traditional)",Famous Gyro George,7325 Euclid Ave,Cleveland,OH,44103,3.5,6,1,Greek
