business_id,categories,name,address,city,state,postal_code,stars,review_count,is_open,TypeCusine
aHuGV6FS0j8_1_p9vFeNuA,"Mexican, Restaurants",Cinco,1600 Painters Run Rd,Pittsburgh,PA,15243,3.0,42,0,Mexican
h5PKBY4jvOwuyYb5Dtr6jA,"Restaurants, Event Planning & Services, Chicken Wings, Fast Food, Caterers",Chick-fil-A,120 Andrew Dr,Pittsburgh,PA,15275,4.0,34,1,American
wdwODzBChLIh_u8V8CPpyA,"Mexican, Restaurants, Caribbean",Casa Rasta,2056 Broadway Ave,Pittsburgh,PA,15216,3.5,107,0,Caribbean
uNBVnx12y-cRYSxukmTfnQ,"Food, Restaurants, Cafes, Juice Bars & Smoothies, Salad",Fresh Healthy Cafe,100 Robinson Ctr Dr,Pittsburgh,PA,15205,4.0,18,1,American
Yh-3IjAFCgq1Ubtdo9TDcw,"Halal, Vegan, Sandwiches, Vegetarian, Ethnic Food, Greek, Middle Eastern, Restaurants, Specialty Food, Mediterranean, Food",Leena's Food,121 Oakland Ave,Pittsburgh,PA,15289,4.0,30,0,Mediterranean
VFv7NcPW9ajUTLleJ8wOQA,"Mexican, Fast Food, Restaurants",Chipotle Mexican Grill,3615 Forbes Ave,Pittsburgh,PA,15213,3.5,65,1,Mexican
s5XqvAOIepm0Pw8mAf27lw,"Restaurants, Bars, American (Traditional), Nightlife",Mt Troy Inn,2021 Mount Troy Rd,Pittsburgh,PA,15212,4.0,5,1,American
xRRDXfZL4V2-I7i2JLnpIA,"American (Traditional), Restaurants",1889 Cafe,2017 E Carson St,Pittsburgh,PA,15203,3.0,10,0,American
LtPnsCPkCb41VG5fQr18IQ,"Restaurants, Pizza",Little Caesars,5430 Centre Ave,Pittsburgh,PA,15232,2.0,11,0,American
ocZv9DHZaf9tkJyzxL5tbg,"Italian, Pizza, Restaurants",Pasta II,718 Brookline Blvd,Pittsburgh,PA,15226,3.5,6,0,Italian
jO9gbncmBCExL_FvFKU5Ew,"Food, Food Delivery Services, Pizza, Restaurants, American (New)",The Grateful Deli & Catering Company,4065 Penn Ave,Pittsburgh,PA,15224,4.0,8,0,American
lSxAQR1FeSljX9zeVJTEWA,"Restaurants, Chinese",Silver Palace Chinese Restaurant,2739 Library Rd,Pittsburgh,PA,15234,3.5,14,0,Chinese
ry9MaSq_tpNODhYoIyA42Q,"Food, Wine Bars, Coffee & Tea, Grocery, Sandwiches, American (New), Bars, Nightlife, Restaurants",Market St Grocery,435 Market St,Pittsburgh,PA,15222,4.0,57,1,American
um9n7JDaPaO1kmgs0cLjqQ,"Hotels & Travel, American (Traditional), Bed & Breakfast, Restaurants, Breakfast & Brunch, Salad, Comfort Food, American (New)",Bob Evans,7412 Mcknight Rd,Pittsburgh,PA,15237,3.5,19,1,American
pFUFVB0cPY2wL0Gr4vL3GA,"Italian, Restaurants, American (New)",Gaetano's Restaurant,1617 Banksville Rd,Pittsburgh,PA,15216,2.0,3,1,Italian
30Bvo-tEfvh2KOTLQg6FZw,"Sandwiches, Fast Food, Restaurants",Subway,3707 Forbes Ave,Pittsburgh,PA,15213,3.5,4,1,American
y19xFolCozaRA-gGmHwkQA,"Vegetarian, Middle Eastern, Food, Restaurants, Mediterranean",Aladdin's Eatery,929 Freeport Rd,Pittsburgh,PA,15240,4.0,67,1,Mediterranean
mKoi3QV2d45Qm3iWt1aa3w,"Restaurants, Turkish",The Doner Kebab House,424 Semple St,Pittsburgh,PA,15213,3.5,4,0,European
fPivHoeKNFhPKZEKFeoIHg,"Restaurants, Fast Food, Burgers",Wendy's,2237 Noblestown Rd,Pittsburgh,PA,15205,2.5,3,1,American
nlEw8XVhQ5CTEr60xaE4Pg,"Mediterranean, Restaurants, Chicken Wings, Pizza",Ash Kris Pizza,3507 Cable Pl,Pittsburgh,PA,15213,3.5,3,1,Mediterranean
NbkDsQhfK13ATV79TI4OQg,"Restaurants, Mexican, Fast Food",Chipotle Mexican Grill,8870 Covenant Ave,Pittsburgh,PA,15237,3.5,10,1,Mexican
a-iENHYNgMdY65p9tZUj6w,"Italian, Restaurants",Cafe Euro,600 Grant St,Pittsburgh,PA,15219,2.0,4,0,Italian
ZKBUoCqTpwMtmImz64DGyQ,"Restaurants, Chinese, Thai",Hong Kong Express II,529 Ct Pl,Pittsburgh,PA,15219,3.5,8,1,Chinese
eva56motCJcevOwKzyQO1g,"Playgrounds, Community Service/Non-Profit, Tennis, Swimming Pools, Travel Services, Hotels & Travel, Restaurants, Hiking, Visitor Centers, Skating Rinks, Active Life, Beaches, Local Services, Parks, Cafes",Schenley Park Visitors Center,101 Panther Hollow Rd,Pittsburgh,PA,15213,5.0,12,1,American
XrpWb4vB7-1z26OreeCD2w,"Greek, Restaurants",The Simple Greek,431 Market St,Pittsburgh,PA,15222,3.5,81,1,Greek
nWO956JzoKr1uKD3VIkp5A,"Cafes, Restaurants",Au Bon Pain Co,"120 5th Ave, Ste 210",Pittsburgh,PA,15222,3.5,7,0,American
1eJ7yIzSAjwC145fnHD5Xw,"Restaurants, Coffee & Tea, Cafes, Food",Starbucks,1050 Park Manor Blvd,Pittsburgh,PA,15205,2.5,27,1,American
3ZcxnR9YkDVRqqkDJMRWBg,"Restaurants, Hot Pot, Soul Food, American (Traditional)",Simmie's Restaurant,8500 Frankstown Rd,Pittsburgh,PA,15235,4.5,5,1,American
99SN6hku1PToQ2E3-4h8CA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Coffee & Tea",Jitters Cafe,5541 Walnut St,Pittsburgh,PA,15232,4.0,61,1,American
grZ6FnfZoj1pQWElAQve3g,"Restaurants, Fast Food, Burgers",Wendy's,2410 W Liberty Ave,Pittsburgh,PA,15226,2.0,16,1,American
9RiC03-rBMtulA3tS5HUZg,"Restaurants, Seafood",Corky Nolan's Miller's Seafood House,3853 California Ave,Pittsburgh,PA,15212,3.0,20,1,American
bOwvJUb8A9MekXsK_SrftQ,"Pizza, Restaurants",Mineo's Pizza,2350 Noblestown Rd,Pittsburgh,PA,15205,2.0,20,1,American
gc4IkXZ3l7Lcmswcht-_ig,"Pizza, Restaurants",Amo's Pizza,2570 Woodstock Ave,Pittsburgh,PA,15218,2.5,3,0,American
S2icYFHPsV_OSCvbI3YiTg,"American (Traditional), Restaurants",Fresh Corner,"120 5th Ave, Ste 5",Pittsburgh,PA,15222,3.0,5,1,American
FIxZW5OjfBotUouYzyYSjw,"Breakfast & Brunch, Food, Sandwiches, Bagels, Restaurants",Einstein Bros Bagels,1736 Washington Rd,Pittsburgh,PA,15241,2.5,5,0,American
HYwbHY-srAOoH-t337DpMw,"Tapas Bars, Restaurants",Tusca Restaurant,2773 Sidney St,Pittsburgh,PA,15203,2.0,27,0,American
8mcg3eCoh69WqaKKZZF98w,"Fast Food, Hot Dogs, Desserts, American (Traditional), Burgers, Food, Restaurants",BnD'z Burgerz & Dogz,663 Washington Rd,Pittsburgh,PA,15228,3.0,25,0,American
u7fc6_zgJEnEq3rEkC1gBg,"Chinese, Restaurants",Chop Sticks,2018 Murray Ave,Pittsburgh,PA,15217,3.0,4,0,Chinese
NrokuoWJAy_VbMprivfAIA,"Pizza, Restaurants",Molly's Pizza,1525 Potomac Ave,Pittsburgh,PA,15216,3.0,48,1,American
Mv7N0bU56dhtoDP-m2JOow,"American (New), Tapas Bars, Nightlife, Bars, Lounges, Restaurants",Sonoma Grille,947 Penn Ave,Pittsburgh,PA,15289,3.5,307,0,American
oiTq668GwyXo5hMHjdW0kA,"Pubs, Restaurants, Nightlife, Bars, Burgers, American (Traditional)",Stack'd Burgers - Shadyside,728 Copeland St,Pittsburgh,PA,15232,4.0,156,1,American
hzyvL2v97xLzLbLXcdi1uw,"Restaurants, Breakfast & Brunch, Coffee & Tea, French, Food, Creperies, Cafes",Cafe Moulin,732 Filbert St,Pittsburgh,PA,15232,4.0,219,1,French
qXGKYRwCR9SLgLl0g_9o5g,"Cocktail Bars, Restaurants, American (New), American (Traditional), Bars, Nightlife",Bar Louie,240 Station Square Dr,Pittsburgh,PA,15219,2.5,123,0,American
p2X4WdGMsi26t_6hN3Hz4w,"Chinese, Soup, Vietnamese, Restaurants, Asian Fusion",Mekong Restaurant,1429 Potomac Ave,Pittsburgh,PA,15216,3.5,65,1,Asian
jhP9rUsV-KvgHu1n--7Q3w,"Restaurants, Chinese",Khoo's Garden,"1130 Perry Hwy, Ste 26",Pittsburgh,PA,15237,3.5,27,1,Chinese
oITu5Qwnmv0hsEMc21XjXw,Restaurants,The Chef's Table at Quickhatch,372 Butler St,Pittsburgh,PA,15223,4.0,5,0,American
u-Xr6P0dHS5IF3HQEg5KoQ,"Desserts, Food, Pizza, Restaurants, Salad",Vocelli Pizza,4740 Baum Blvd,Pittsburgh,PA,15213,2.5,22,1,American
Zd9VJFJjfaadaJmCMFv-RQ,"Pizza, Mediterranean, Food, Turkish, Food Delivery Services, Restaurants",Ephesus Pizza - Pittsburgh,219 Fourth Ave,Pittsburgh,PA,15222,3.5,115,1,European
_rKz-rQPzUAIZWlUHCKgow,"Fast Food, Burgers, Restaurants, Coffee & Tea, Food",McDonald's,3708 Forbes Ave,Pittsburgh,PA,15213,1.5,20,1,American
uRybQLCYWkC6N19MhaHf_w,"Noodles, Seafood, Restaurants, Taiwanese",Taiwanese Bistro Cafe 33,1711 Shady Ave,Pittsburgh,PA,15217,4.5,205,1,Chinese
b2ZukyGCS7xDlv0ZAlXdYg,"Pizza, Restaurants, Italian, Nightlife, Bars, Cocktail Bars",Alida's Woodfire Cucina,"3345 Penn Ave, Ste 200",Pittsburgh,PA,15201,4.0,38,1,Italian
G-GcMq-iVEENhjG3z1lZhA,"Caterers, Event Planning & Services, Food, Food Trucks, Pizza, Restaurants",Wood Fired Flatbreads,"625 Lowries Run Rd, Ste 200",Pittsburgh,PA,15237,4.5,11,1,American
7HE4yPFbyimzEtVnB_nvzA,"American (Traditional), Bars, Dive Bars, Nightlife, Restaurants",The Jaggerbush,133 S 23rd St,Pittsburgh,PA,15203,3.5,14,0,American
sTmHeHv-4uZRRne5jBDzvA,Restaurants,Si Senor Restaurant,600 Grant St,Pittsburgh,PA,15219,2.0,4,0,American
_iUlt5rm-15QoLw0MEEg5A,"Nightlife, Lounges, Event Planning & Services, Restaurants, Venues & Event Spaces, Bars, American (Traditional)",Mitchell's Pub,304 Ross St,Pittsburgh,PA,15219,3.5,36,1,American
s2s7K5_x-W6gbCvuhtI6lw,"Cafes, Restaurants",Gateway Clipper Cafe,224 W Station Square Dr,Pittsburgh,PA,15219,3.0,6,0,American
OaDijC3QRwxw9uTadyWIsw,"Restaurants, Mexican",Mexico City,2212 E Carson St,Pittsburgh,PA,15203,3.5,3,0,Mexican
KNvqTNhpCq7Sshqzykx9QQ,"Pizza, Restaurants, Italian",Folino Brothers Pizzeria,373 Vanadium Rd,Pittsburgh,PA,15243,4.0,3,0,Italian
PA0UJYogQTd5MIuKMs3tfA,"Restaurants, Greek",It's Greek To Me,1011 Brookline Blvd,Pittsburgh,PA,15226,4.5,21,0,Greek
IBSOhov5GLSZsGzz3ZsQjg,"Event Planning & Services, Restaurants, Comfort Food, Caterers, American (Traditional)",Boston Market,98 Clairton Blvd,Pittsburgh,PA,15236,3.5,3,0,American
MtjOk7u7sp3yWyzscAIG4Q,"Bars, Nightlife, Restaurants, Cuban",Salud,4517 Butler St,Pittsburgh,PA,15201,4.0,41,0,Caribbean
yPcAdikNrXEsfbHNBQUjkQ,"Antiques, Coffee & Tea, Restaurants, Salad, Food, Breakfast & Brunch, Vegetarian, Vegan, Shopping",The Zenith,86 S 26th St,Pittsburgh,PA,15203,4.0,184,1,American
XKOAi4J47i-YEhhHfKkPRQ,"Restaurants, Chinese",China Garden,890 Butler St,Pittsburgh,PA,15223,3.0,9,1,Chinese
8CjI8nebSDB5aINJc3dLwA,"Italian, Restaurants, Pizza",Quattro Pizza,328 Curry Hollow Rd,Pittsburgh,PA,15236,4.0,13,1,Italian
lPljcKGwLlcwkLT5cl0yDg,"Bagels, Sandwiches, Breakfast & Brunch, Restaurants, Food",Bruegger's Bagels,411 Seventh Ave,Pittsburgh,PA,15219,3.0,14,0,American
_PKa6Dj06Q2AHKGkpJ7GnA,"Restaurants, Barbeque, American (New), Soul Food",Z-Best BBQ,1315 5th Ave,Pittsburgh,PA,15219,4.5,38,1,American
p4jRa3qzDJtV-hSjcuNUag,"Nightlife, Bars, Pizza, Restaurants",Pi Coal Fired Pizza,1707 E Carson St,Pittsburgh,PA,15203,3.5,28,0,American
2cfzQGANxuIGcCUrlwnV7w,"Fast Food, Chicken Wings, Restaurants, Southern",Popeyes Louisiana Kitchen,3420 William Penn Hwy,Pittsburgh,PA,15235,2.0,29,1,American
fHH836GXPlnwnJL14ZpGRw,"Burgers, Nightlife, Beer Bar, American (Traditional), Bars, Restaurants",Forbes Tavern,310 Forbes Ave,Pittsburgh,PA,15222,4.5,29,1,American
drquCq18pgKu1lv1UzJJAQ,"American (New), Restaurants, Nightlife, Bars",Siempre Algo,414 E Ohio St,Pittsburgh,PA,15212,5.0,11,1,American
LkcGDfznt-QzjL22fO3F4Q,"Soup, Bars, Burgers, Sandwiches, Restaurants, Nightlife, Food",Stoke's Grill,4771 McKnight Rd,Pittsburgh,PA,15237,3.5,113,1,American
X8AGCsJHw-GuTqkzy2J3cg,"Convenience Stores, American (New), Coffee & Tea, Donuts, Restaurants, Food, Breakfast & Brunch",Bluebird Kitchen,221 Forbes Ave,Pittsburgh,PA,15222,4.0,232,1,American
lJc5WljtIAI6hBqzKbn_HQ,"Restaurants, Pizza, Chicken Wings, Salad",Vocelli Pizza,3060 W Liberty Ave,Pittsburgh,PA,15216,4.0,9,1,American
XxmziAeRqMKwsDjyyjVgeg,"Italian, Nightlife, Restaurants",Zarra's A Taste of Southern Italy,3887 Bigelow Blvd,Pittsburgh,PA,15213,3.5,101,1,Italian
bSdLGMzfyNa5PcwH_00_CQ,"Pizza, Burgers, Restaurants, Breakfast & Brunch",Jack's Pizza & Hoagies,3565 Harts Run Rd,Pittsburgh,PA,15238,3.5,3,1,American
bLva9YGmDcnar3YKHE2XzA,"Ice Cream & Frozen Yogurt, Food, Restaurants",Tutti Frutti Frozen Yogurt,5874 Forbes Ave,Pittsburgh,PA,15217,3.5,31,0,American
xjTZe_vgnlnsEUGHfQiOIw,Restaurants,Lydia's Place,"710 5th Ave, Ste 2100",Pittsburgh,PA,15219,3.5,5,1,American
PNl8R1SmXXgGU2ThG0qVbg,"American (Traditional), American (New), Restaurants",Georgetowne Inn,1230 Grandview Ave,Pittsburgh,PA,15211,2.0,45,0,American
8cyyRk-cqecyB1ctnRsR1A,"Bistros, Restaurants, American (New)",Lola Bistro,1100 Galveston Ave,Pittsburgh,PA,15233,4.5,60,1,American
EJFdWX908N8Yc2XG0Lky8A,"Restaurants, Cafes",River Moon Cafe,104 43rd St,Pittsburgh,PA,15201,4.0,5,0,American
iXnHrmTw-r6LNzC2MjjrWQ,"Caribbean, Restaurants, Mexican",Casa Rasta,2102 Broadway Ave,Pittsburgh,PA,15216,4.5,25,0,Mexican
xA6L2w_TlbxHubb1xeBE8w,"Food, Pakistani, Indian, Restaurants, Bakeries",Tamarind Savoring India,2101 Greentree Rd,Pittsburgh,PA,15220,4.0,156,1,Indian
PF8HqToO6An0mH6odFoCEw,"Food Court, Fast Food, Restaurants, Sandwiches, Steakhouses",South Philly Steak & Fries,301 S Hills Village,Pittsburgh,PA,15241,2.5,9,1,American
ygb8qHro6-EHNWevravotQ,"Noodles, Restaurants, Vietnamese, Vegan",Tan Lac Vien Express,256 N Craig St,Pittsburgh,PA,15213,4.0,8,1,Vietnamese
Chr3YCuvt2mD-BHgqeo-OA,"Specialty Food, Ethnic Food, Restaurants, Latin American, Peruvian, Food",Chicken Latino,155 21st St,Pittsburgh,PA,15222,4.0,184,1,LatinAmerican
zxSfGIhK3hH3vVz_pS5eaA,"Food, Halal, Food Delivery Services, Wineries, Bars, Restaurants, Nightlife, Arts & Entertainment, Indian, Pakistani",Yuva India Kitchen + Bar,412 S Craig St,Pittsburgh,PA,15213,3.0,121,1,Asian
EWJbWp3oOwDsv4Lo5eZWxw,"Pizza, American (Traditional), Diners, Breakfast & Brunch, Restaurants",Drew's Family Restaurant,2060 Ardmore Blvd,Pittsburgh,PA,15221,4.0,83,1,American
oXFRaSgcT9GwCWfC9lf8dg,"Restaurants, Pizza",Pizza Italia,4512 Liberty Ave,Pittsburgh,PA,15224,4.0,62,1,American
lRB4EvPM0L88f4meH9KcYQ,"Restaurants, Desserts, Food, Ice Cream & Frozen Yogurt, American (Traditional), Sandwiches",Peanut Butter Jelly Time,4709 Liberty Ave,Pittsburgh,PA,15224,4.0,46,0,American
R4i5FshghtTnTZC8EEbjHQ,"Restaurants, Vegetarian, Gluten-Free, Fast Food",Freshii,501 Grant St,Pittsburgh,PA,15219,4.5,37,1,American
c0yPNU-BqS65u0vIKP7P0w,"American (New), Restaurants",Avenue B,5501 Centre Ave,Pittsburgh,PA,15232,4.0,228,0,American
uXft-y53ujmlAt0SH-5KYg,"Diners, Coffee & Tea, Breakfast & Brunch, Sandwiches, Greek, Burgers, Restaurants, Food",Lindos Restaurant,947 Western Ave,Pittsburgh,PA,15233,3.5,48,1,Greek
F-lfG2IBiICdSxoHYmi-Vg,"Restaurants, Italian",Common Plea Restaurant,308 Ross St,Pittsburgh,PA,15219,3.5,8,0,Italian
